5, 0.11 
6, 0.19 
7, 0.21 
8, 0.28 
9, 0.27 
10, 0.29 
11, 0.32 
12, 0.40 
13, 0.42 
14, 0.41 
15, 0.47 
16, 0.45 
17, 0.43 
18, 0.56 
19, 0.54 
20, 0.61 
21, 0.58 
22, 0.58 
23, 0.62 
24, 0.62 
25, 0.62 
25, 0.64 
